user_id,email,first_name,last_name,phone,date_of_birth,country,city,address,postal_code,registration_date,account_status,kyc_level,kyc_verified,transaction_limit_daily,preferred_currency,risk_score,total_transactions,total_volume,last_login,has_active_card,payment_methods_count,referral_code,is_merchant,merchant_category
32,alvescaroline@example.org,Helena,Gomes,(084) 9534 7244,1990-09-24,BR,Costa,"Distrito Rodrigues, 30, São Bernardo, 47582-355 Carvalho / PA",54617289,2025-05-15 19:23:44,active,basic,True,2647,ARS,6.65,382,40382.42,2025-09-14 19:23:44,True,2,D179CFBA,False,
33,uarias@example.net,Thiago Benjamin,Morales,+54 15 2380 2871,1958-01-22,AR,Salta,"Avenida Alem N° 94, Constitución 1004, Ciudad Autónoma de Buenos Aires",40003817,2025-05-01 19:23:44,active,basic,True,6022,ARS,59.26,456,16593.7,2025-09-22 19:23:44,True,3,09885D2C,False,
34,mmarques@example.com,Melissa,Castro,11 8745 0302,1997-11-15,BR,Nogueira,"Quadra Ana Clara da Conceição, 23, Dom Silverio, 92755-791 Gonçalves da Serra / PA",33950019,2024-02-07 19:23:44,active,basic,True,8255,USD,4.73,342,22906.15,2025-09-11 19:23:44,True,2,DEAF15FA,False,
35,marina88@example.com,Nina,Marques,+55 (021) 2124 1984,1973-01-15,BR,Andrade Grande,"Favela Maria Sophia Sales, 1, Canaa, 84619573 Pires Paulista / CE",40689217,2025-01-19 19:23:44,active,intermediate,True,20731,MXN,4.65,189,17689.6,2025-09-29 19:23:44,False,2,FBE5AC19,False,
36,moyarodolfo@example.com,María Cristina,Rivas,(180)907-4397x869,1968-11-01,MX,San Salvador los bajos,"Pasaje Rwanda 911 295, San Federico los bajos, YUC 29389",55691,2025-04-10 19:23:44,active,basic,True,7047,MXN,50.03,203,5362.15,2025-10-10 19:23:44,True,2,9C123C8C,False,
37,marinalima@example.net,Isaac,da Cunha,+55 31 5780-1428,2005-07-17,BR,Almeida Paulista,"Feira Mendonça, 720, Ipiranga, 35903-792 da Conceição de Souza / MG",89732643,2025-06-10 19:23:44,pending_verification,basic,True,2594,ARS,41.17,41,4740.43,,False,4,8D7F1FC8,False,
38,murilloluis@example.net,Alejandra,López,+57 604 425 38 78,1974-09-17,CO,Ventaquemada,"Cl. 9ª # 7-51 Sur, Casa 1, 250030, La Mesa, Cundinamarca",239755,2025-07-21 19:23:44,active,basic,True,3046,COP,43.5,92,17166.83,2025-10-16 19:23:44,False,1,84A89B63,False,
39,dnieves@example.com,José Carlos,Ocampo,06662527034,1955-01-03,MX,Nueva Dinamarca,"Ampliación Tabasco 654 570, Nueva China, DGO 63041-6941",54374-5451,2025-07-23 19:23:44,active,basic,True,7686,BRL,48.72,260,45228.67,2025-08-30 19:23:44,True,1,817BCB86,False,
40,jaraclaudia@example.com,Constanza,Salinas,+56 2 3468 8027,1950-03-26,CL,María Elena,"Los Robles 38 Dpto. 903, San Ignacio, Región de Ñuble, 9216990",1183090,2025-05-28 19:23:44,active,basic,True,1962,COP,82.86,10,19715.64,2025-08-31 19:23:44,True,1,14CAC290,True,
41,nalves@example.net,Apollo,Brito,0500-269-8574,1963-04-30,BR,da Luz da Prata,"Esplanada Sousa, 96, Dom Joaquim, 58659531 Dias / SP",07948-893,2024-03-28 19:23:44,active,basic,True,8654,USD,7.38,461,36493.86,2025-09-29 19:23:44,True,3,58049CA1,False,
42,rosalbarosero@example.org,Mario,Bermúdez,6049376081,1969-12-29,CO,Sardinata,"Avenida Serna # 2-80 Sur, 547473, San Cayetano, Norte de Santander",992736,2024-12-03 19:23:44,inactive,basic,True,7462,CLP,74.14,0,2309.43,,True,3,17B076E5,False,
43,salesmarcela@example.com,Ayla,Farias,+55 41 3988-5764,1953-11-18,BR,Oliveira de Goiás,"Vereda de Sá, 58, Miramar, 31425-120 Borges / RJ",11805689,2024-04-02 19:23:44,pending_verification,basic,True,2105,CLP,13.34,34,3918.71,,True,3,9D84938D,False,
44,da-rosaeduarda@example.com,Dante,Pimenta,(031) 2937-7441,1976-06-30,BR,Cavalcante de Viana,"Trevo Henry Gabriel Pinto, 535, Vila Santo Antônio Barroquinha, 08707-738 Pires das Flores / PA",86237832,2024-01-20 19:23:44,active,advanced,True,50133,BRL,61.36,174,48878.42,2025-10-19 19:23:44,True,3,8C989674,False,
45,vsoto@example.com,Sonia,Montenegro,607-073-2439,1964-05-09,MX,Nueva Túnez,"Callejón Myanmar 551 Interior 412, San Julio los bajos, CHIS 15383",66120,2024-02-17 19:23:44,active,basic,True,1626,BRL,45.89,155,43681.4,2025-09-01 19:23:44,False,3,1E1BBBA8,False,
46,pablo88@example.com,Pedro,González,+56 33 393 8814,1996-03-26,CL,San Felipe,"Lastarria 6683, Combarbalá, Región de Coquimbo, 5651150",7327110,2024-05-17 19:23:44,active,none,False,500,BRL,44.97,484,19872.82,2025-09-25 19:23:44,False,4,2B57BF4F,False,
47,edith59@example.org,Lucía,Castellanos,+573192642567,1956-01-07,CO,Cerro de San Antonio,"Dg. 186F # 33-61 Este, Apartamento 457, 279239, San José del Palmar, Chocó",050130,2024-07-04 19:23:44,active,intermediate,True,11677,COP,90.21,232,46372.86,2025-09-15 19:23:44,True,4,8B0D395B,False,
48,petronila45@example.org,Carola,Palma,+56 2 3238 5502,1987-05-25,CL,Coihueco,"Ruta T-83, km 12, Región del Libertador General Bernardo O'Higgins",6863830,2024-06-19 19:23:44,active,intermediate,True,36689,USD,50.4,263,14680.53,2025-09-01 19:23:44,True,3,2C562483,False,
49,ncardoso@example.com,Ana Julia,Ferreira,+55 51 1210 9728,1959-09-19,BR,Fogaça,"Rodovia Sousa, 810, Vila Santa Rosa, 85382-110 Lopes / RS",43844-734,2024-07-14 19:23:44,active,basic,True,7562,COP,12.48,446,43388.38,2025-10-14 19:23:44,True,1,EC157353,False,
50,jhontriana@example.com,Omaira,Barrera,3274261043,1984-02-01,CO,San Vicente de Chucurí,"Transversal 88 # 7-8, 279752, Unión Panamericana, Chocó",919047,2024-09-19 19:23:44,active,none,False,500,MXN,55.89,3,10645.34,2025-09-07 19:23:44,True,4,3DBFE41C,True,
51,dsalgado@example.net,Gabriela,Domínguez,+40(1)6581807043,1973-08-22,MX,San Concepción los altos,"Andador Jalisco 457 Edif. 405 , Depto. 256, San Socorro de la Montaña, BC 23265",10749,2024-04-07 19:23:44,active,intermediate,True,49902,MXN,26.46,431,35114.14,2025-09-15 19:23:44,True,4,33A242C0,False,
52,frobles@example.org,Fernando,Mora,+56 52 395 7407,1980-04-01,CL,San Ignacio,"Calle Bulnes 3 Piso 1, Puerto Montt, Región de Los Lagos",7289410,2024-12-15 19:23:44,active,intermediate,True,25142,MXN,48.86,348,25374.57,2025-10-17 19:23:44,True,3,5144DFAA,True,
53,cceja@example.org,Emilio,Pichardo,02713461933,1982-06-04,MX,Vieja Canadá,"Avenida Cortez 898 512, San Conchita de la Montaña, MEX 15607-3968",55191,2024-08-23 19:23:44,active,advanced,True,86199,COP,46.5,479,49924.25,2025-09-29 19:23:44,True,3,BE6FFAC4,False,
54,urrutiagael@example.org,Armando,Bravo,+56 2 2193 9375,1975-04-23,CL,Licantén,"Nicole Rivas 28, Combarbalá, Región de Coquimbo",3786970,2025-04-01 19:23:44,active,basic,True,1147,ARS,1.2,287,9634.25,2025-10-22 19:23:44,True,3,AADE3199,False,
55,porfiriolopez@example.com,Raúl,Guerra,417.893.5577x3918,1968-01-10,MX,San Hugo los bajos,"Calzada Sur Briones 787 719, Nueva Singapur, JAL 00274",16749,2024-10-24 19:23:44,active,intermediate,True,33410,ARS,28.04,474,46168.12,2025-09-25 19:23:44,True,1,20D2806A,False,
56,olivia07@example.com,Felipe,Lozada,475.179.1831x027,1980-09-30,MX,Nueva Brunei Darussalam,"Eje vial Yucatán 719 Interior 295, San Marcela de la Montaña, VER 18002",79901-5224,2025-08-02 19:23:44,active,advanced,True,53258,COP,92.87,131,10929.88,2025-10-07 19:23:44,True,2,F4F46F54,False,
57,eloy19@example.com,Yolanda,Holguín,(363)972-0530,1988-10-28,MX,San Débora los altos,"Viaducto Morales 740 Interior 476, San Mitzy de la Montaña, Q. ROO 31603",82306,2025-01-19 19:23:44,inactive,intermediate,True,36091,COP,73.84,10,965.81,,True,2,35AA6FD7,False,
58,wtorres@example.org,Bernabé,Franco,06314941834,2000-08-13,MX,San Anel los bajos,"Callejón Chiapas 274 Edif. 478 , Depto. 164, San María los bajos, GTO 50576-0233",56610,2024-09-03 19:23:44,active,intermediate,True,43879,MXN,22.77,232,47534.91,2025-10-06 19:23:44,True,3,98F7DE06,False,
59,margarita47@example.org,Gabriela,Carvajal,1-739-092-2054,1965-07-12,MX,San Rubén los bajos,"Retorno Sur Carreón 732 Edif. 788 , Depto. 766, San Rodolfo de la Montaña, DGO 96128-5313",76937-1983,2025-08-28 19:23:44,inactive,basic,True,8207,CLP,82.95,10,3143.19,,False,2,2AF58487,False,other
60,diego05@example.org,Isaac,Gomes,+55 (081) 8162 0044,1985-01-22,BR,Novaes de Abreu,"Vereda Isabelly da Mata, 5, Vila Nossa Senhora Do Rosário, 45588984 Farias / PR",49475-804,2025-02-03 19:23:44,active,basic,True,5000,COP,71.85,84,14668.9,2025-10-05 19:23:44,False,3,C4F83D64,False,other
61,ecazares@example.com,Dulce,Cotto,061-718-4220,1956-09-24,MX,Nueva República Federal Democrática de Nepal,"Diagonal San Luis Potosí 767 538, Nueva República de Moldova, HGO 09408-7095",22787,2025-03-26 19:23:44,active,advanced,True,88828,ARS,32.1,189,15780.93,2025-09-15 19:23:44,True,1,4788AF8C,False,
62,soledadfranco@example.com,Indira,Ojeda,341-609-4647x923,1956-06-22,MX,Nueva Barbados,"Circuito Solorio 551 986, San Sandra los altos, DF 24157",17300,2025-07-03 19:23:44,active,none,False,500,USD,87.84,446,3732.63,2025-08-30 19:23:44,True,4,836AA1F4,False,
63,ana-laura22@example.com,Ana Júlia,Pimenta,(084) 1067 9686,1951-01-30,BR,Rocha Grande,"Trevo da Costa, 55, Araguaia, 18751-304 da Costa / PR",67637871,2025-03-09 19:23:44,active,basic,True,9507,MXN,55.13,280,15322.64,2025-09-04 19:23:44,True,3,15F25E7A,False,
64,prietomaria-teresa@example.org,María Teresa,Pelayo,741.696.6517,1965-10-05,MX,Vieja República de Macedonia del Norte,"Peatonal Gabón 022 Interior 342, Vieja Congo, MICH 67757",61884,2023-12-22 19:23:44,active,advanced,True,81630,ARS,57.5,165,13680.59,2025-10-02 19:23:44,True,3,42BF9DF6,False,
65,henrique72@example.net,Alana,Rodrigues,0900-060-7054,1965-12-26,BR,Silva,"Jardim Samuel Camargo, 7, Bom Jesus, 37968-047 Siqueira Alegre / PR",14408441,2025-10-15 19:23:44,active,advanced,True,67092,COP,66.35,60,14733.98,2025-09-12 19:23:44,True,3,E493EFA1,True,
66,fridamejia@example.com,Ramón,Alemán,1-450-236-1775,1986-10-17,MX,Nueva Eslovaquia,"Viaducto Fiji 495 Interior 846, Vieja Kiribati, HGO 94963",97003-5773,2025-04-03 19:23:44,pending_verification,intermediate,True,12962,BRL,65.12,16,4462.68,,False,3,337904FB,False,food
67,fernando91@example.org,Magnolia,González,(+57) 309 992 92 88,1953-12-07,CO,Suaita,"Calle 192 # 5Z-78, Torre 3 apartamento 1, 440015, Villanueva, La Guajira",186333,2024-01-30 19:23:44,active,advanced,True,60014,USD,88.31,496,32989.74,2025-10-02 19:23:44,True,3,BF627B3E,False,
68,lsaldivar@example.org,Gabino,Melgar,(319)932-1663x033,2004-08-01,MX,Nueva Irlanda,"Circunvalación Veracruz de Ignacio de la Llave 729 Edif. 356 , Depto. 824, Vieja Antigua y Barbuda, DGO 22931-0720",19784,2025-10-10 19:23:44,active,basic,True,6607,BRL,59.23,319,24611.13,2025-10-10 19:23:44,True,1,EC739CFC,False,
69,emilly48@example.net,Isadora,Rios,51 9412 7264,1993-02-08,BR,Pereira Alegre,"Viela Melo, 607, Boa União 2ª Seção, 89060-143 Castro da Praia / AM",07394355,2024-12-31 19:23:44,active,basic,True,8637,BRL,57.96,152,46919.63,2025-10-12 19:23:44,False,1,415EDB25,True,
70,osorioalvaro@example.org,Nora,Obando,573191089190,2007-03-17,CO,Vijes,"Transversal 188 # 50-64 Sur, 259101, Carmen de Carupa, Cundinamarca",819372,2025-08-12 19:23:44,active,basic,True,1179,ARS,26.72,220,21007.21,2025-08-30 19:23:44,False,4,E82BB7B8,False,
71,mora22@example.org,Victoria,Gutierrez,+54 9 3994 9488,1960-04-25,AR,Viedma,"Diagonal Belgrano N° 253 Piso 5 Dto. 8, Resistencia 3500, Chaco",30009622,2025-09-21 19:23:44,active,advanced,True,95553,CLP,76.36,191,49211.84,2025-09-03 19:23:44,True,4,E0B43DDB,False,
72,saracavalcanti@example.org,Vitória,da Luz,(084) 5392 7739,1994-09-20,BR,Cassiano,"Estação Silveira, 10, Ademar Maldonado, 91464-992 Ribeiro da Praia / PB",30105-341,2023-11-03 19:23:44,active,intermediate,True,32615,COP,2.03,51,36062.25,2025-09-03 19:23:44,False,4,D54BBA1C,False,
73,marisela43@example.com,Pascual,Zarate,429-826-6446x35337,1961-11-23,MX,Vieja Reino Unido de Gran Bretaña e Irlanda del Norte,"Peatonal Norte Laureano 727 Edif. 426 , Depto. 696, Vieja Bahamas, COL 42752",55238-5390,2023-12-11 19:23:44,pending_verification,basic,True,1519,ARS,89.78,37,1717.68,,True,2,FB9ED9C2,False,
74,barbara11@example.com,Zeferino,Lerma,(609)091-7244x94666,1995-01-04,MX,Nueva Malawi,"Andador Aguascalientes 610 Edif. 347 , Depto. 563, Nueva Eslovenia, YUC 19611",82454,2024-11-06 19:23:44,inactive,basic,True,1809,MXN,61.97,2,1037.75,,True,2,9E99A137,False,
75,suarezpedro@example.net,Leidy,García,6019399409,1956-03-31,CO,Tenjo,"Cr. 71X Este # 81-11 Este, 154141, Santa María, Boyacá",850268,2024-08-14 19:23:44,active,advanced,True,53301,CLP,17.98,94,10124.5,2025-10-21 19:23:44,True,2,FA2594C2,False,
76,hugo91@example.org,Patricia,León,(+57)3125270534,1955-07-06,CO,Cicuco,"Cr. 20 # 1-98 Este, 522734, El Tambo, Nariño",684317,2024-03-05 19:23:44,active,none,False,500,MXN,18.62,95,1348.1,2025-09-14 19:23:44,False,1,6938C425,False,
77,jsilva@example.org,Cauã,Souza,+55 (061) 0704 3755,1995-06-11,BR,Caldeira,"Conjunto Teixeira, 15, Laranjeiras, 41474202 Pereira / RS",45198-594,2025-08-03 19:23:44,pending_verification,intermediate,True,30565,BRL,55.71,9,3236.48,,True,4,5D425254,False,
78,jaimerivera@example.org,Roberto,Riquelme,+56 53 261 0364,1956-12-02,CL,Puerto Varas,"Paz Maturana 369 Of. 6212, Perquenco, Región de La Araucanía",7590650,2025-07-05 19:23:44,inactive,intermediate,True,18120,MXN,42.81,1,874.2,,False,4,548BC54D,False,
79,bellacavalcanti@example.org,Ana Beatriz,Aragão,+55 (011) 7342 7918,1967-09-17,BR,Abreu de Albuquerque,"Área Gomes, 324, Lourdes, 15512-387 Vasconcelos de Freitas / BA",37275-560,2024-05-10 19:23:44,active,basic,True,3569,MXN,55.29,83,16446.81,2025-09-07 19:23:44,False,4,8B0D8238,False,
80,cassianoelisa@example.org,Maya,Correia,+55 (031) 6632 6663,1994-08-21,BR,Sousa de Campos,"Setor Isabela Silveira, 916, Ventosa, 40113257 da Mata das Pedras / PA",43362697,2025-05-17 19:23:44,active,basic,True,5254,ARS,59.73,18,6613.18,2025-10-14 19:23:44,True,2,9D440A76,False,services
81,alexisalvarez@example.org,Demetrio,Reyes,+56 51 265 4889,1978-08-05,CL,Santo Domingo,"Calle Las Mosquetas 2325, Paillaco, Región de Los Ríos, 7914780",8960980,2024-06-28 19:23:44,active,intermediate,True,18725,ARS,17.64,353,37883.78,2025-09-13 19:23:44,False,3,8DCB58F1,False,
82,nancy12@example.com,Sergio,Vargas,+56 9 2772 9096,1975-12-29,CL,María Pinto,"Rogelio Soto 17, Tirúa, Región del Biobío",0228600,2024-12-14 19:23:44,active,basic,True,4333,BRL,17.89,106,16496.37,2025-09-03 19:23:44,True,2,1B252A1D,False,food
83,pinedakaren@example.net,Gladys,Caicedo,+57 307 157 87 74,1951-03-26,CO,Corrales,"Calle 101 # 46-43, Apto. 49, 204067, Chimichagua, Cesar",665833,2024-05-23 19:23:44,active,basic,True,5891,COP,92.76,59,45753.03,2025-10-13 19:23:44,False,2,1AFA58C3,False,
84,mariaiturra@example.com,Victoria,Salgado,+56 9 5656 1454,2005-05-13,CL,Alto Hospicio,"Calle Los Aromos 4, La Reina, Región Metropolitana",0947910,2024-02-27 19:23:44,active,intermediate,True,14763,COP,3.71,186,2140.68,2025-10-09 19:23:44,True,1,ED22D464,False,
85,jose-carlos63@example.net,Cristina,Ontiveros,03799287919,1993-07-07,MX,Vieja Côte d'Ivoire,"Continuación Tabasco 100 Edif. 983 , Depto. 691, Nueva Guinea Ecuatorial, SLP 52367",24857-9738,2025-06-19 19:23:44,suspended,basic,True,9639,BRL,82.7,3,113.38,,False,4,E6CF66B9,False,
86,aurelio06@example.org,Blanca,Sierra,609.669.8098x28399,1951-03-01,MX,Nueva Guinea Bissau,"Avenida Garibay 420 Interior 180, Vieja Rwanda, TAB 40892-9688",16911-7897,2024-12-22 19:23:44,inactive,basic,True,5357,MXN,25.7,18,1609.43,,False,3,8B25BB2D,False,retail
87,penajulio@example.net,Valentina,Valenzuela,+56 2 3368 0486,1951-08-18,CL,San Juan de la Costa,"Ruta 5 Norte, km 207",2939900,2024-03-04 19:23:44,inactive,advanced,True,52850,ARS,63.3,6,2550.05,,True,4,7ED33F80,False,
88,pintoelisa@example.org,João Gabriel,Barros,+55 71 7595-0500,1987-07-19,BR,Sá da Prata,"Pátio Heloísa Sá, 8, Vila Da Amizade, 02517525 Cavalcante de Minas / MT",87362659,2024-03-19 19:23:44,active,basic,True,2391,COP,53.05,290,1014.11,2025-09-05 19:23:44,True,2,635F0DBD,False,
